Content ID,Type,Category,Sentiment,Score
0e2169f4-b881-42d0-b99c-034b32f83504,want,food,positive,70
0e2169f4-b881-42d0-b99c-034b32f83504,worried,food,negative,12
0e2169f4-b881-42d0-b99c-034b32f83504,heart,food,positive,60
0e2169f4-b881-42d0-b99c-034b32f83504,adore,food,positive,72
0e2169f4-b881-42d0-b99c-034b32f83504,intrigued,food,positive,45
0e2169f4-b881-42d0-b99c-034b32f83504,super love,food,positive,75
0e2169f4-b881-42d0-b99c-034b32f83504,want,food,positive,70
0e2169f4-b881-42d0-b99c-034b32f83504,love,food,positive,65
0e2169f4-b881-42d0-b99c-034b32f83504,peeking,food,neutral,35
0e2169f4-b881-42d0-b99c-034b32f83504,intrigued,food,positive,45
0e2169f4-b881-42d0-b99c-034b32f83504,disgust,food,negative,0
0e2169f4-b881-42d0-b99c-034b32f83504,interested,food,positive,30
60ca0278-5ed6-4669-939b-e6dc2021c07d,like,technology,positive,50
60ca0278-5ed6-4669-939b-e6dc2021c07d,interested,technology,positive,30
60ca0278-5ed6-4669-939b-e6dc2021c07d,indifferent,technology,neutral,20
60ca0278-5ed6-4669-939b-e6dc2021c07d,like,technology,positive,50
60ca0278-5ed6-4669-939b-e6dc2021c07d,want,technology,positive,70
60ca0278-5ed6-4669-939b-e6dc2021c07d,dislike,technology,negative,10
60ca0278-5ed6-4669-939b-e6dc2021c07d,peeking,technology,neutral,35
60ca0278-5ed6-4669-939b-e6dc2021c07d,dislike,technology,negative,10
60ca0278-5ed6-4669-939b-e6dc2021c07d,super love,technology,positive,75
60ca0278-5ed6-4669-939b-e6dc2021c07d,want,technology,positive,70
60ca0278-5ed6-4669-939b-e6dc2021c07d,worried,technology,negative,12
60ca0278-5ed6-4669-939b-e6dc2021c07d,want,technology,positive,70
60ca0278-5ed6-4669-939b-e6dc2021c07d,indifferent,technology,neutral,20
60ca0278-5ed6-4669-939b-e6dc2021c07d,indifferent,technology,neutral,20
60ca0278-5ed6-4669-939b-e6dc2021c07d,disgust,technology,negative,0
60ca0278-5ed6-4669-939b-e6dc2021c07d,love,technology,positive,65
60ca0278-5ed6-4669-939b-e6dc2021c07d,scared,technology,negative,15
60ca0278-5ed6-4669-939b-e6dc2021c07d,love,technology,positive,65
60ca0278-5ed6-4669-939b-e6dc2021c07d,peeking,technology,neutral,35
60ca0278-5ed6-4669-939b-e6dc2021c07d,cherish,technology,positive,70
60ca0278-5ed6-4669-939b-e6dc2021c07d,heart,technology,positive,60
60ca0278-5ed6-4669-939b-e6dc2021c07d,cherish,technology,positive,70
60ca0278-5ed6-4669-939b-e6dc2021c07d,peeking,technology,neutral,35
60ca0278-5ed6-4669-939b-e6dc2021c07d,worried,technology,negative,12
60ca0278-5ed6-4669-939b-e6dc2021c07d,indifferent,technology,neutral,20
60ca0278-5ed6-4669-939b-e6dc2021c07d,dislike,technology,negative,10
60ca0278-5ed6-4669-939b-e6dc2021c07d,hate,technology,negative,5
13a4d35c-761c-47a3-b25b-5cc5825d04f2,interested,travel,positive,30
13a4d35c-761c-47a3-b25b-5cc5825d04f2,intrigued,travel,positive,45
13a4d35c-761c-47a3-b25b-5cc5825d04f2,love,travel,positive,65
13a4d35c-761c-47a3-b25b-5cc5825d04f2,want,travel,positive,70
13a4d35c-761c-47a3-b25b-5cc5825d04f2,interested,travel,positive,30
13a4d35c-761c-47a3-b25b-5cc5825d04f2,dislike,travel,negative,10
13a4d35c-761c-47a3-b25b-5cc5825d04f2,love,travel,positive,65
13a4d35c-761c-47a3-b25b-5cc5825d04f2,cherish,travel,positive,70
13a4d35c-761c-47a3-b25b-5cc5825d04f2,heart,travel,positive,60
13a4d35c-761c-47a3-b25b-5cc5825d04f2,heart,travel,positive,60
13a4d35c-761c-47a3-b25b-5cc5825d04f2,worried,travel,negative,12
13a4d35c-761c-47a3-b25b-5cc5825d04f2,like,travel,positive,50
13a4d35c-761c-47a3-b25b-5cc5825d04f2,hate,travel,negative,5
13a4d35c-761c-47a3-b25b-5cc5825d04f2,intrigued,travel,positive,45
13a4d35c-761c-47a3-b25b-5cc5825d04f2,disgust,travel,negative,0
062cbf2f-fc22-4357-8890-63e7f13fcd37,interested,education,positive,30
062cbf2f-fc22-4357-8890-63e7f13fcd37,dislike,education,negative,10
062cbf2f-fc22-4357-8890-63e7f13fcd37,intrigued,education,positive,45
062cbf2f-fc22-4357-8890-63e7f13fcd37,interested,education,positive,30
062cbf2f-fc22-4357-8890-63e7f13fcd37,worried,education,negative,12
062cbf2f-fc22-4357-8890-63e7f13fcd37,intrigued,education,positive,45
062cbf2f-fc22-4357-8890-63e7f13fcd37,scared,education,negative,15
062cbf2f-fc22-4357-8890-63e7f13fcd37,interested,education,positive,30
062cbf2f-fc22-4357-8890-63e7f13fcd37,adore,education,positive,72
062cbf2f-fc22-4357-8890-63e7f13fcd37,like,education,positive,50
062cbf2f-fc22-4357-8890-63e7f13fcd37,hate,education,negative,5
062cbf2f-fc22-4357-8890-63e7f13fcd37,heart,education,positive,60
062cbf2f-fc22-4357-8890-63e7f13fcd37,indifferent,education,neutral,20
062cbf2f-fc22-4357-8890-63e7f13fcd37,worried,education,negative,12
062cbf2f-fc22-4357-8890-63e7f13fcd37,super love,education,positive,75
062cbf2f-fc22-4357-8890-63e7f13fcd37,want,education,positive,70
062cbf2f-fc22-4357-8890-63e7f13fcd37,love,education,positive,65
062cbf2f-fc22-4357-8890-63e7f13fcd37,intrigued,education,positive,45
062cbf2f-fc22-4357-8890-63e7f13fcd37,indifferent,education,neutral,20
062cbf2f-fc22-4357-8890-63e7f13fcd37,worried,education,negative,12
062cbf2f-fc22-4357-8890-63e7f13fcd37,peeking,education,neutral,35
a3e93c2d-7fb4-4881-994d-ee20ad564924,worried,public speaking,negative,12
a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,public speaking,positive,75
a3e93c2d-7fb4-4881-994d-ee20ad564924,want,public speaking,positive,70
a3e93c2d-7fb4-4881-994d-ee20ad564924,adore,public speaking,positive,72
a3e93c2d-7fb4-4881-994d-ee20ad564924,disgust,public speaking,negative,0
a3e93c2d-7fb4-4881-994d-ee20ad564924,like,public speaking,positive,50
a3e93c2d-7fb4-4881-994d-ee20ad564924,indifferent,public speaking,neutral,20
a3e93c2d-7fb4-4881-994d-ee20ad564924,dislike,public speaking,negative,10
a3e93c2d-7fb4-4881-994d-ee20ad564924,scared,public speaking,negative,15
a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,public speaking,positive,75
a3e93c2d-7fb4-4881-994d-ee20ad564924,like,public speaking,positive,50
a3e93c2d-7fb4-4881-994d-ee20ad564924,dislike,public speaking,negative,10
a3e93c2d-7fb4-4881-994d-ee20ad564924,cherish,public speaking,positive,70
a3e93c2d-7fb4-4881-994d-ee20ad564924,want,public speaking,positive,70
a3e93c2d-7fb4-4881-994d-ee20ad564924,disgust,public speaking,negative,0
a3e93c2d-7fb4-4881-994d-ee20ad564924,adore,public speaking,positive,72
a3e93c2d-7fb4-4881-994d-ee20ad564924,love,public speaking,positive,65
a3e93c2d-7fb4-4881-994d-ee20ad564924,heart,public speaking,positive,60
a3e93c2d-7fb4-4881-994d-ee20ad564924,indifferent,public speaking,neutral,20
a3e93c2d-7fb4-4881-994d-ee20ad564924,indifferent,public speaking,neutral,20
a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,public speaking,positive,75
a3e93c2d-7fb4-4881-994d-ee20ad564924,scared,public speaking,negative,15
a3e93c2d-7fb4-4881-994d-ee20ad564924,worried,public speaking,negative,12
a3e93c2d-7fb4-4881-994d-ee20ad564924,worried,public speaking,negative,12
a3e93c2d-7fb4-4881-994d-ee20ad564924,scared,public speaking,negative,15
a3e93c2d-7fb4-4881-994d-ee20ad564924,peeking,public speaking,neutral,35
a3e93c2d-7fb4-4881-994d-ee20ad564924,dislike,public speaking,negative,10
a3e93c2d-7fb4-4881-994d-ee20ad564924,peeking,public speaking,neutral,35
a3e93c2d-7fb4-4881-994d-ee20ad564924,like,public speaking,positive,50
a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,public speaking,positive,75
a3e93c2d-7fb4-4881-994d-ee20ad564924,like,public speaking,positive,50
a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,public speaking,positive,75
a3e93c2d-7fb4-4881-994d-ee20ad564924,heart,public speaking,positive,60
a3e93c2d-7fb4-4881-994d-ee20ad564924,peeking,public speaking,neutral,35
a3e93c2d-7fb4-4881-994d-ee20ad564924,dislike,public speaking,negative,10
a3e93c2d-7fb4-4881-994d-ee20ad564924,scared,public speaking,negative,15
a3e93c2d-7fb4-4881-994d-ee20ad564924,heart,public speaking,positive,60
a3e93c2d-7fb4-4881-994d-ee20ad564924,super love,public speaking,positive,75
a3e93c2d-7fb4-4881-994d-ee20ad564924,hate,public speaking,negative,5
a3e93c2d-7fb4-4881-994d-ee20ad564924,indifferent,public speaking,neutral,20
a3e93c2d-7fb4-4881-994d-ee20ad564924,hate,public speaking,negative,5
5b379d75-649b-426f-b420-4e0b6e4a0e3d,cherish,soccer,positive,70
5b379d75-649b-426f-b420-4e0b6e4a0e3d,cherish,soccer,positive,70
5b379d75-649b-426f-b420-4e0b6e4a0e3d,want,soccer,positive,70
5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,soccer,negative,12
5b379d75-649b-426f-b420-4e0b6e4a0e3d,indifferent,soccer,neutral,20
5b379d75-649b-426f-b420-4e0b6e4a0e3d,hate,soccer,negative,5
5b379d75-649b-426f-b420-4e0b6e4a0e3d,interested,soccer,positive,30
5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,soccer,negative,12
5b379d75-649b-426f-b420-4e0b6e4a0e3d,indifferent,soccer,neutral,20
5b379d75-649b-426f-b420-4e0b6e4a0e3d,heart,soccer,positive,60
5b379d75-649b-426f-b420-4e0b6e4a0e3d,interested,soccer,positive,30
5b379d75-649b-426f-b420-4e0b6e4a0e3d,want,soccer,positive,70
5b379d75-649b-426f-b420-4e0b6e4a0e3d,intrigued,soccer,positive,45
5b379d75-649b-426f-b420-4e0b6e4a0e3d,super love,soccer,positive,75
5b379d75-649b-426f-b420-4e0b6e4a0e3d,dislike,soccer,negative,10
5b379d75-649b-426f-b420-4e0b6e4a0e3d,interested,soccer,positive,30
5b379d75-649b-426f-b420-4e0b6e4a0e3d,disgust,soccer,negative,0
5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,soccer,negative,12
5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,soccer,negative,12
5b379d75-649b-426f-b420-4e0b6e4a0e3d,intrigued,soccer,positive,45
5b379d75-649b-426f-b420-4e0b6e4a0e3d,adore,soccer,positive,72
5b379d75-649b-426f-b420-4e0b6e4a0e3d,hate,soccer,negative,5
5b379d75-649b-426f-b420-4e0b6e4a0e3d,intrigued,soccer,positive,45
5b379d75-649b-426f-b420-4e0b6e4a0e3d,super love,soccer,positive,75
5b379d75-649b-426f-b420-4e0b6e4a0e3d,scared,soccer,negative,15
5b379d75-649b-426f-b420-4e0b6e4a0e3d,dislike,soccer,negative,10
5b379d75-649b-426f-b420-4e0b6e4a0e3d,like,soccer,positive,50
5b379d75-649b-426f-b420-4e0b6e4a0e3d,hate,soccer,negative,5
5b379d75-649b-426f-b420-4e0b6e4a0e3d,indifferent,soccer,neutral,20
5b379d75-649b-426f-b420-4e0b6e4a0e3d,disgust,soccer,negative,0
5b379d75-649b-426f-b420-4e0b6e4a0e3d,heart,soccer,positive,60
5b379d75-649b-426f-b420-4e0b6e4a0e3d,interested,soccer,positive,30
5b379d75-649b-426f-b420-4e0b6e4a0e3d,super love,soccer,positive,75
5b379d75-649b-426f-b420-4e0b6e4a0e3d,indifferent,soccer,neutral,20
5b379d75-649b-426f-b420-4e0b6e4a0e3d,worried,soccer,negative,12
5b379d75-649b-426f-b420-4e0b6e4a0e3d,intrigued,soccer,positive,45
5b379d75-649b-426f-b420-4e0b6e4a0e3d,like,soccer,positive,50
5b379d75-649b-426f-b420-4e0b6e4a0e3d,heart,soccer,positive,60
7fe36d94-8867-4719-9c62-60b077cf5973,dislike,travel,negative,10
7fe36d94-8867-4719-9c62-60b077cf5973,love,travel,positive,65
7fe36d94-8867-4719-9c62-60b077cf5973,like,travel,positive,50
7fe36d94-8867-4719-9c62-60b077cf5973,indifferent,travel,neutral,20
7fe36d94-8867-4719-9c62-60b077cf5973,worried,travel,negative,12
7fe36d94-8867-4719-9c62-60b077cf5973,peeking,travel,neutral,35
7fe36d94-8867-4719-9c62-60b077cf5973,hate,travel,negative,5
7fe36d94-8867-4719-9c62-60b077cf5973,cherish,travel,positive,70
7fe36d94-8867-4719-9c62-60b077cf5973,cherish,travel,positive,70
7fe36d94-8867-4719-9c62-60b077cf5973,peeking,travel,neutral,35
7fe36d94-8867-4719-9c62-60b077cf5973,want,travel,positive,70
7fe36d94-8867-4719-9c62-60b077cf5973,adore,travel,positive,72
7fe36d94-8867-4719-9c62-60b077cf5973,heart,travel,positive,60
7fe36d94-8867-4719-9c62-60b077cf5973,want,travel,positive,70
7fe36d94-8867-4719-9c62-60b077cf5973,dislike,travel,negative,10
7fe36d94-8867-4719-9c62-60b077cf5973,peeking,travel,neutral,35
7fe36d94-8867-4719-9c62-60b077cf5973,like,travel,positive,50
7fe36d94-8867-4719-9c62-60b077cf5973,heart,travel,positive,60
7fe36d94-8867-4719-9c62-60b077cf5973,want,travel,positive,70
7fe36d94-8867-4719-9c62-60b077cf5973,intrigued,travel,positive,45
7fe36d94-8867-4719-9c62-60b077cf5973,disgust,travel,negative,0
7fe36d94-8867-4719-9c62-60b077cf5973,super love,travel,positive,75
7fe36d94-8867-4719-9c62-60b077cf5973,scared,travel,negative,15
7fe36d94-8867-4719-9c62-60b077cf5973,worried,travel,negative,12
7fe36d94-8867-4719-9c62-60b077cf5973,worried,travel,negative,12
7fe36d94-8867-4719-9c62-60b077cf5973,like,travel,positive,50
7fe36d94-8867-4719-9c62-60b077cf5973,interested,travel,positive,30
7fe36d94-8867-4719-9c62-60b077cf5973,adore,travel,positive,72
7fe36d94-8867-4719-9c62-60b077cf5973,super love,travel,positive,75
7fe36d94-8867-4719-9c62-60b077cf5973,scared,travel,negative,15
7fe36d94-8867-4719-9c62-60b077cf5973,interested,travel,positive,30
7fe36d94-8867-4719-9c62-60b077cf5973,adore,travel,positive,72
7fe36d94-8867-4719-9c62-60b077cf5973,dislike,travel,negative,10
7fe36d94-8867-4719-9c62-60b077cf5973,want,travel,positive,70
7fe36d94-8867-4719-9c62-60b077cf5973,adore,travel,positive,72
7fe36d94-8867-4719-9c62-60b077cf5973,indifferent,travel,neutral,20
7fe36d94-8867-4719-9c62-60b077cf5973,hate,travel,negative,5
7fe36d94-8867-4719-9c62-60b077cf5973,like,travel,positive,50
7fe36d94-8867-4719-9c62-60b077cf5973,super love,travel,positive,75
7fe36d94-8867-4719-9c62-60b077cf5973,scared,travel,negative,15
56df8914-9d42-434d-9612-6bb518dd641e,dislike,fitness,negative,10
56df8914-9d42-434d-9612-6bb518dd641e,intrigued,fitness,positive,45
56df8914-9d42-434d-9612-6bb518dd641e,worried,fitness,negative,12
56df8914-9d42-434d-9612-6bb518dd641e,super love,fitness,positive,75
56df8914-9d42-434d-9612-6bb518dd641e,like,fitness,positive,50
56df8914-9d42-434d-9612-6bb518dd641e,like,fitness,positive,50
56df8914-9d42-434d-9612-6bb518dd641e,super love,fitness,positive,75
56df8914-9d42-434d-9612-6bb518dd641e,dislike,fitness,negative,10
56df8914-9d42-434d-9612-6bb518dd641e,want,fitness,positive,70
56df8914-9d42-434d-9612-6bb518dd641e,like,fitness,positive,50
56df8914-9d42-434d-9612-6bb518dd641e,like,fitness,positive,50
56df8914-9d42-434d-9612-6bb518dd641e,cherish,fitness,positive,70
56df8914-9d42-434d-9612-6bb518dd641e,dislike,fitness,negative,10
56df8914-9d42-434d-9612-6bb518dd641e,disgust,fitness,negative,0
56df8914-9d42-434d-9612-6bb518dd641e,super love,fitness,positive,75
56df8914-9d42-434d-9612-6bb518dd641e,love,fitness,positive,65
56df8914-9d42-434d-9612-6bb518dd641e,hate,fitness,negative,5
56df8914-9d42-434d-9612-6bb518dd641e,heart,fitness,positive,60
56df8914-9d42-434d-9612-6bb518dd641e,peeking,fitness,neutral,35
56df8914-9d42-434d-9612-6bb518dd641e,adore,fitness,positive,72
56df8914-9d42-434d-9612-6bb518dd641e,scared,fitness,negative,15
56df8914-9d42-434d-9612-6bb518dd641e,hate,fitness,negative,5
56df8914-9d42-434d-9612-6bb518dd641e,dislike,fitness,negative,10
56df8914-9d42-434d-9612-6bb518dd641e,want,fitness,positive,70
56df8914-9d42-434d-9612-6bb518dd641e,scared,fitness,negative,15
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,veganism,neutral,35
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,veganism,positive,30
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,hate,veganism,negative,5
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,worried,veganism,negative,12
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,veganism,positive,60
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,hate,veganism,negative,5
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,dislike,veganism,negative,10
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,indifferent,veganism,neutral,20
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,veganism,neutral,35
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,intrigued,veganism,positive,45
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,intrigued,veganism,positive,45
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,veganism,positive,75
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,veganism,positive,30
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,love,veganism,positive,65
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,veganism,positive,30
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,cherish,veganism,positive,70
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,veganism,positive,60
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,veganism,positive,50
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,veganism,positive,75
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,disgust,veganism,negative,0
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,super love,veganism,positive,75
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,indifferent,veganism,neutral,20
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,indifferent,veganism,neutral,20
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,veganism,positive,72
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,veganism,positive,50
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,veganism,neutral,35
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,veganism,positive,72
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,veganism,positive,50
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,veganism,positive,72
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,veganism,positive,60
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,cherish,veganism,positive,70
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,veganism,positive,30
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,heart,veganism,positive,60
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,hate,veganism,negative,5
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,like,veganism,positive,50
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,scared,veganism,negative,15
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,cherish,veganism,positive,70
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,peeking,veganism,neutral,35
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,dislike,veganism,negative,10
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,interested,veganism,positive,30
25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,intrigued,veganism,positive,45
637f80dd-2d70-4658-ba5f-8d909b050781,interested,studying,positive,30
637f80dd-2d70-4658-ba5f-8d909b050781,interested,studying,positive,30
cb807d6e-079e-417e-adfc-759df6eddfa2,scared,veganism,negative,15
cb807d6e-079e-417e-adfc-759df6eddfa2,want,veganism,positive,70
cb807d6e-079e-417e-adfc-759df6eddfa2,heart,veganism,positive,60
cb807d6e-079e-417e-adfc-759df6eddfa2,want,veganism,positive,70
cb807d6e-079e-417e-adfc-759df6eddfa2,indifferent,veganism,neutral,20
cb807d6e-079e-417e-adfc-759df6eddfa2,cherish,veganism,positive,70
cb807d6e-079e-417e-adfc-759df6eddfa2,love,veganism,positive,65
227a8c57-e5a0-46a8-999d-fcdea42c0905,dislike,education,negative,10
227a8c57-e5a0-46a8-999d-fcdea42c0905,heart,education,positive,60
227a8c57-e5a0-46a8-999d-fcdea42c0905,dislike,education,negative,10
227a8c57-e5a0-46a8-999d-fcdea42c0905,scared,education,negative,15
227a8c57-e5a0-46a8-999d-fcdea42c0905,interested,education,positive,30
227a8c57-e5a0-46a8-999d-fcdea42c0905,hate,education,negative,5
227a8c57-e5a0-46a8-999d-fcdea42c0905,super love,education,positive,75
227a8c57-e5a0-46a8-999d-fcdea42c0905,want,education,positive,70
227a8c57-e5a0-46a8-999d-fcdea42c0905,intrigued,education,positive,45
227a8c57-e5a0-46a8-999d-fcdea42c0905,like,education,positive,50
227a8c57-e5a0-46a8-999d-fcdea42c0905,dislike,education,negative,10
227a8c57-e5a0-46a8-999d-fcdea42c0905,interested,education,positive,30
227a8c57-e5a0-46a8-999d-fcdea42c0905,love,education,positive,65
227a8c57-e5a0-46a8-999d-fcdea42c0905,want,education,positive,70
227a8c57-e5a0-46a8-999d-fcdea42c0905,cherish,education,positive,70
227a8c57-e5a0-46a8-999d-fcdea42c0905,peeking,education,neutral,35
227a8c57-e5a0-46a8-999d-fcdea42c0905,heart,education,positive,60
227a8c57-e5a0-46a8-999d-fcdea42c0905,intrigued,education,positive,45
19179d57-4950-4a98-87fa-98f824551a6f,cherish,education,positive,70
19179d57-4950-4a98-87fa-98f824551a6f,cherish,education,positive,70
19179d57-4950-4a98-87fa-98f824551a6f,worried,education,negative,12
19179d57-4950-4a98-87fa-98f824551a6f,intrigued,education,positive,45
19179d57-4950-4a98-87fa-98f824551a6f,peeking,education,neutral,35
19179d57-4950-4a98-87fa-98f824551a6f,scared,education,negative,15
19179d57-4950-4a98-87fa-98f824551a6f,intrigued,education,positive,45
19179d57-4950-4a98-87fa-98f824551a6f,indifferent,education,neutral,20
19179d57-4950-4a98-87fa-98f824551a6f,want,education,positive,70
19179d57-4950-4a98-87fa-98f824551a6f,like,education,positive,50
19179d57-4950-4a98-87fa-98f824551a6f,want,education,positive,70
19179d57-4950-4a98-87fa-98f824551a6f,want,education,positive,70
19179d57-4950-4a98-87fa-98f824551a6f,like,education,positive,50
19179d57-4950-4a98-87fa-98f824551a6f,cherish,education,positive,70
19179d57-4950-4a98-87fa-98f824551a6f,love,education,positive,65
19179d57-4950-4a98-87fa-98f824551a6f,dislike,education,negative,10
19179d57-4950-4a98-87fa-98f824551a6f,love,education,positive,65
19179d57-4950-4a98-87fa-98f824551a6f,want,education,positive,70
19179d57-4950-4a98-87fa-98f824551a6f,like,education,positive,50
19179d57-4950-4a98-87fa-98f824551a6f,super love,education,positive,75
19179d57-4950-4a98-87fa-98f824551a6f,interested,education,positive,30
19179d57-4950-4a98-87fa-98f824551a6f,scared,education,negative,15
19179d57-4950-4a98-87fa-98f824551a6f,peeking,education,neutral,35
19179d57-4950-4a98-87fa-98f824551a6f,indifferent,education,neutral,20
19179d57-4950-4a98-87fa-98f824551a6f,worried,education,negative,12
19179d57-4950-4a98-87fa-98f824551a6f,like,education,positive,50
19179d57-4950-4a98-87fa-98f824551a6f,super love,education,positive,75
19179d57-4950-4a98-87fa-98f824551a6f,worried,education,negative,12
19179d57-4950-4a98-87fa-98f824551a6f,cherish,education,positive,70
19179d57-4950-4a98-87fa-98f824551a6f,adore,education,positive,72
19179d57-4950-4a98-87fa-98f824551a6f,interested,education,positive,30
19179d57-4950-4a98-87fa-98f824551a6f,hate,education,negative,5
19179d57-4950-4a98-87fa-98f824551a6f,worried,education,negative,12
19179d57-4950-4a98-87fa-98f824551a6f,adore,education,positive,72
19179d57-4950-4a98-87fa-98f824551a6f,want,education,positive,70
19179d57-4950-4a98-87fa-98f824551a6f,super love,education,positive,75
19179d57-4950-4a98-87fa-98f824551a6f,hate,education,negative,5
3926740f-e4f7-4229-9aad-e435149d0d2f,love,science,positive,65
3926740f-e4f7-4229-9aad-e435149d0d2f,super love,science,positive,75
3926740f-e4f7-4229-9aad-e435149d0d2f,interested,science,positive,30
3926740f-e4f7-4229-9aad-e435149d0d2f,super love,science,positive,75
3926740f-e4f7-4229-9aad-e435149d0d2f,want,science,positive,70
3926740f-e4f7-4229-9aad-e435149d0d2f,adore,science,positive,72
3926740f-e4f7-4229-9aad-e435149d0d2f,worried,science,negative,12
3926740f-e4f7-4229-9aad-e435149d0d2f,super love,science,positive,75
3926740f-e4f7-4229-9aad-e435149d0d2f,like,science,positive,50
3926740f-e4f7-4229-9aad-e435149d0d2f,super love,science,positive,75
3926740f-e4f7-4229-9aad-e435149d0d2f,indifferent,science,neutral,20
3926740f-e4f7-4229-9aad-e435149d0d2f,like,science,positive,50
590873fc-e921-4396-a173-a43451675afc,interested,studying,positive,30
590873fc-e921-4396-a173-a43451675afc,dislike,studying,negative,10
590873fc-e921-4396-a173-a43451675afc,love,studying,positive,65
590873fc-e921-4396-a173-a43451675afc,scared,studying,negative,15
590873fc-e921-4396-a173-a43451675afc,scared,studying,negative,15
590873fc-e921-4396-a173-a43451675afc,interested,studying,positive,30
590873fc-e921-4396-a173-a43451675afc,indifferent,studying,neutral,20
590873fc-e921-4396-a173-a43451675afc,scared,studying,negative,15
590873fc-e921-4396-a173-a43451675afc,hate,studying,negative,5
590873fc-e921-4396-a173-a43451675afc,hate,studying,negative,5
590873fc-e921-4396-a173-a43451675afc,super love,studying,positive,75
590873fc-e921-4396-a173-a43451675afc,dislike,studying,negative,10
590873fc-e921-4396-a173-a43451675afc,super love,studying,positive,75
590873fc-e921-4396-a173-a43451675afc,want,studying,positive,70
590873fc-e921-4396-a173-a43451675afc,disgust,studying,negative,0
590873fc-e921-4396-a173-a43451675afc,worried,studying,negative,12
590873fc-e921-4396-a173-a43451675afc,dislike,studying,negative,10
590873fc-e921-4396-a173-a43451675afc,interested,studying,positive,30
590873fc-e921-4396-a173-a43451675afc,indifferent,studying,neutral,20
590873fc-e921-4396-a173-a43451675afc,cherish,studying,positive,70
590873fc-e921-4396-a173-a43451675afc,scared,studying,negative,15
590873fc-e921-4396-a173-a43451675afc,disgust,studying,negative,0
590873fc-e921-4396-a173-a43451675afc,peeking,studying,neutral,35
590873fc-e921-4396-a173-a43451675afc,indifferent,studying,neutral,20
590873fc-e921-4396-a173-a43451675afc,heart,studying,positive,60
590873fc-e921-4396-a173-a43451675afc,like,studying,positive,50
590873fc-e921-4396-a173-a43451675afc,cherish,studying,positive,70
590873fc-e921-4396-a173-a43451675afc,super love,studying,positive,75
b4c71928-99f0-4f1e-bdff-3d99c16113ac,scared,travel,negative,15
b4c71928-99f0-4f1e-bdff-3d99c16113ac,heart,travel,positive,60
b4c71928-99f0-4f1e-bdff-3d99c16113ac,hate,travel,negative,5
b4c71928-99f0-4f1e-bdff-3d99c16113ac,super love,travel,positive,75
